Words,Rank,Frequency 
"In “The Descendants,” George Clooney plays the scion of an old Hawaii family with many troubles on his hands.",16612,1
"Somebody needed to make a comedy built around all of the holiday season hostility that goes up along with the decorations this time of year. The light-fingered director Terry Zwigoff and the screenwriters Glenn Ficarra and John Requa are just the guys for such a task. &quot;Bad Santa&quot; takes all of the Christmas season's bad vibes and converts them into an achingly funny and corrupt dark comedy. Billy Bob Thornton is Willie T. Stokes, a burned-out, hard-drinking safecracker who's annually roused from sleeping one off during the most wonderful time of the year by his dwarf partner, Marcus (Tony Cox). As Marcus works as a department store elf, he also cases the store so that he and Willie can break in and relieve the joint of valuable merchandise. On this tour, they've ended up in Phoenix, which just adds to the wealth of hilarious incongruity. As a director, Mr. Zwigoff has a taste for finding the dramatic power of self-loathing and making it entertainment. His previous films, the documentary &quot;Crumb&quot; and the his fiction-film debut &quot;Ghost World,&quot; both hinged on coping with epic tides of depression. &quot;Santa&quot; falls directly into that lineage. Mr. Thornton's face is drawn into a rictus of a snarl; his Willie anticipates trouble, and when it doesn't crop up on its own, he has to stir it up from the bottom of the pot.  Willie is filled with the most distorted kind of narcissism imaginable, and for Mr. Thornton, it functions as a kind of star chemistry. Willie ladles it generously on the kids who line up to see him on his wobbly perch on Santa's throne: he's the kind of minimum-wage offal who has sent his victims on to thousands of hours of therapy. —  Elvis Mitchell",16613,1
"Broke and picked up for drunken driving, an Oscar winner starts over with a boatbuilder who loves her.",16614,1
A woman combines surveillance camera images and the business pages to predict shifts in the global markets.,16615,1
"“The Wicker Man” is comically inept as a horror movie, unable to even manage an effective false scare, or sustain suspense for more than a beat or two.",16616,1
"Margaret believes in leprechauns. If you can stand it, try it.",16617,1
"The first feature from the young Chinese director Zhang Chi, “The Shaft” (“Dixia de Tiankong”) feels as though it were made by a very old soul.",16618,1
"Assigned to investigate the rape of a nun, a corrupt police detective (Harvey Keitel) finds himself forced to confront his own lapsed soul.",16619,1
"This touching, modest documentary follows a group of high school students in the rough, impoverished Southern California city of Compton as they stage a production of Thornton Wilder's &quot;Our Town.&quot; The play's New Hampshire setting at first seems a world away from their lives, which they unabashedly describe as &quot;ghetto,&quot; but thanks to their own spirit and intelligence and the guidance of two hard-working, no-nonsense teachers, they discover the power of literature to expand their understanding of their own lives and circumstances. Scott Hamilton Kennedy Kennedy, tracing their sometimes bumpy progress toward opening night, observes their lives with sympathy and tact, and does the students the courtesy of allowing them to explain themselves, which they do with candor, heart and humor. &#151; A.O. Scott",16620,1
"More tired than the fantasy it promotes, “A Previous Engagement” aims at middle-aged women with the subtlety of a pitch for bladder-control medication.",16621,1
"Pilot in shady dealings, from Shaw tale. Smooth but eventually strained.",16622,1
"Justin Kurzel’s film suggests that there is a timeless quality to slaughter, raising questions about Macbeth’s guilt and freedom of will.",16623,1
"Nancy Guild. Cagliostro, flapping in high Welles wind. Heavy, but has splashy sequences.",16624,1
"The earnest, heartfelt striving of the two men at the center of Anvil makes the band’s story more touching than comical.",16625,1
Shakespeare comedy as moody pre-Freudian meditation. Voluptuously atmospheric.,16626,1
Quite funny indeed.,16627,1
Tedious drama of ex-convict.,16628,1
Old western spoof. Misfire.,16629,1
"True to its title, the new Romanian film “Police, Adjective” is a story of law enforcement with a special interest in grammar.",16630,1
"Strictly Al, ups and downs.",16631,1
"The sight of surfers gracefully navigating 50-foot waves, then being swallowed into the surge only to emerge in triumph is a surefire thrill that exerts the same visceral tug as watching storm chasers drive into tornados. Even vicariously you can feel the rushes of adrenaline.  Because the waves get progressively higher as &quot;Riding Giants&quot; goes along, some of that thrill is sustained, although the movie is too long. For all its excitement, Stacy Peralta's follow-up to his skateboarding movie &quot;Dogtown and Z-Boys&quot; lacks the quirky, personal touch of its forerunner. Though it has its share of cheek, it is a more formal survey of a sport that is already well documented. The history of surfing, one commentator remarks, can be divided into eras: before and after &quot;Gidget.&quot; The closer the movie draws to the present, the more concentrated is its attention to innovative stars like Greg Noll, Jeff  Clark and Laird Hamilton and their quest to ride the biggest, scariest waves. &#151; Stephen Holden",16632,1
"The portrait of Platon Makovksi (Vladimir Mashkov), a shady capitalist wheeler-dealer and economic kingpin in post-Communist Russia, roughly parallels the rise of the notorious Russian tycoon Boris Berezovsky. This two-hour-plus movie wants to be an Eastern European answer to &quot;The Godfather,&quot; and every now and then it lives up to that promise. The movie is fueled by Mr. Mashkov's  blazing portrayal of Platon, a brilliant, charming, schemer and prankster whose high-rolling way of life eventually closes in around him. The tone of the narrative, which confusingly darts around in time, suggests a jazzy, comically edged film noir. If the movie feels convincingly wired to the moment, it is finally too scatterbrained and anecdotal for the strands of its story to cohere into more than an intriguing jumble. — Stephen Holden",16633,1
"“We Were Here” is an unblinking chronology of the AIDS epidemic, recounted by five people who lived through it and watched countless friends and lovers die.",16634,1
"A young man’s trauma is the mystery of “Implanted,” a first feature from Thomas Verrette.",16635,1
"In the gleefully outrageous animated feature “Hair High,” director Bill Plympton walks the border between ridiculously gross and outright offensive.",16636,1
"“Soul Surfer” tells the story of Bethany Hamilton, the rising 13-year-old amateur competition surfer in Hawaii who in 2003 lost an arm to a shark.",16637,1
Grade B.,16638,1
"Chronicling a 1,200-mile pilgrimage by the Buddhist residents of a Tibetan village, this movie upends the traditions of documentary and narrative filmmaking.",16639,1
"Odets's alcoholic actor. Intelligent, compact drama.",16640,1
"This eyeball-popping extravaganza features Jackie Chan, John Cusack, Adrien Brody and lots of horse-riding extras.",16641,1
"In “The Photograph,” an unlikely friendship eases an old man’s death and a young woman’s life.",16642,1
Young campers accidentally launched into space. Appealing sci-fi spoof. Sprightly fun.,16643,1
Suburban widow. Sticky-sweet and mostly an extended homage to Rowlands.,16644,1
"Unrewarding opera film, except for that marvelous music.",16645,1
"The term “sports film” doesn’t do justice to “White Palms,” a punishing, beautiful drama about a troubled 30-something Hungarian gymnast.",16646,1
Tenderfoot tries life on the range. Picturesque but routine.,16647,1
"In “Patema Inverted,” a Japanese animated tale, two teenagers come together from worlds with opposite laws of gravity.",16648,1
Limo driver and dog groomer on the road. Lives up to its title.,16649,1
"Shrill, messy suspense, with a squealy boy. Infinitely better in 1949 as &quot;&quot;The Window.'' Fine Yugoslav locale.",16650,1
"“The Ugly Truth” is a cynical, clumsy, aptly titled attempt to cross the female-oriented romantic comedy with the male-oriented gross-out comedy.",16651,1
"In Joan Micklin Silver's film, a Jewish immigrant's wife (Carol Kane) retains her Old World ways in New York during the 1890's.",16652,1
Emotional awakening of civil-rights-era Alabama student. Funny and affecting.,16653,1
"With “Descent,” first-time feature filmmaker Talia Lugacy explores the psychic aftershocks of a rape. The movie is hard to watch but essential to see.",16654,1
"A new animated film, aimed at young children, has an infant that needs a home and a bird on a mission.",16655,1
"Young strangers on a train. ``Affair to Remember'' on Eurailpass, but talky.",16656,1
Italian couple in London face villain from past.,16657,1
"Tanya Hamilton’s “Night Catches Us” is an exploration of Black Panther militancy, police brutality and the ebbing of the revolutionary intensity of the ’60s.",16658,1
"Despite some floundering, “Lymelife” keeps you hooked, mostly through its performances.",16659,1
"“Araya” comes preapproved, but not everyone will be convinced.",16660,1
"“Golf in the Kingdom,” directed by Susan Streitfeld, brings the cult novel by Michael Murphy to the screen.",16661,1
The leader of an all-girl gang feels threatened by a tough new member.,16662,1
"In this prequel to the original movie, directed by Leigh Whannell, a teenager enlists ghost hunters to try to connect with her dead mother.",16663,1
First-rate anatomy of a heist. Memorable closing line. Listen.,16664,1
"“Circo,” a documentary by Aaron Schock, travels with a small family-run through rural Mexico.",16665,1
"Schoolmarm spinster sleuths backstage murders, via whodunit series. One we missed. Might be fun.",16666,1
"Jean-Claude Brisseau's French film is a frequently overheated, often delirious fantasy about two Parisiennes in their early 20's, the exotic dancer Natalie (Coralie Revel) and the shy suburbanite Sandrine (Sabrina Seyvecou). Co-workers in a strip club, the women become friends and roommates, as Natalie initiates the conservative, uncertain Sandrine into the pleasures of unbridled female sexuality.  But pleasure also becomes business, as the two young women resolve to use their sexual powers to conquer the male-dominated business world, embodied by a private bank where Sandrine gets a job as a secretary and begins seducing her way to the top. Mr. Brisseau may pay lip service to post-feminist ideas of female empowerment through seduction, though his actual concerns seem to be less intellectual than frankly carnal.  As the two friends compete to see who will be the first to conquer and tame the elusive Christophe (a Sadean libertine in his own right), Mr. Brisseau stages some rousingly voyeuristic sex scenes that, while they stop short of hardcore pornography, feature combinations seldom seen outside the oeuvre of Jenna Jameson.  Viewers of &quot;Secret Things&quot; will find it impossible not to allow a snicker to escape occasionally, as the film's lurid plotline unfolds into ever more preposterous developments.  But there is no denying the force of Mr. Brisseau's bizarre imagination and the personal conviction he brings to it. &#151; Dave Kehr",16667,1
Patrick Creadon’s resolutely nonpartisan film tracks America’s “fiscal cancer” through centuries of budgetary highs and lows.,16668,1
Bored prep school senior falls for mystery woman. Muddled.,16669,1
"“Picasso and Braque Go to the Movies” argues that film was a crucial formative influence on Modern painting, especially Cubism.",16670,1
Marielle Nitoslawska’s documentary “Breaking the Frame” chronicles the life and achievements of the avant-garde artist Carolee Schneemann.,16671,1
"The undying “Friday the 13th” franchise gets a surprisingly decent reboot in this stylish, playful example of the decapitated hottie genre.",16672,1
Mexican-immigration patrolman in hot water. Well done but unsurprising.,16673,1
Ex-convict Jewish gambler coping with life out of prison.,16674,1
"Driving mother of tennis star. Off-beat drama, novel sports background. Nicely directed by Ida Lupino.",16675,1
"The Mafia, yes, again. Okay, no more.",16676,1
"This Australian western, written by the darkly moody musician and author Nick Cave, tells a story of murder in the outback that is as cruel as it is aesthetically flamboyant.",16677,1
"All too human jazz trumpeter, via Spike Lee. Picturesque and pungently appealing.",16678,1
“Lucky” is an off-kilter romantic comedy suggesting that women will do just about anything for love.,16679,1
"In “Saw 3D,” its makers say the horror-film franchise is bringing its punishing schedule to a close.",16680,1
"“If a Tree Falls: A Story of the Earth Liberation Front” looks at an environmental group that, in 2001, the F.B.I. declared was the country’s “No. 1 domestic terrorist threat.”",16681,1
"“Polisse,” from Maïwenn, illuminates French society with a toughness and fidelity that few other recent movies have dared.",16682,1
"Heathcliff and Cathy on the moors. The heights, truly. And oh, that music!",16683,1
Average revenge western.,16684,1
"Richly ornate, teeming DeMille spectacle. One of his best. Terrific opening.",16685,1
Clear enough. New to us.,16686,1
College aches and pains.,16687,1
"The movie shows the great variety of Murray’s always vivid, colorful work, and culminates with a retrospective at the Museum of Modern Art.",16688,1
Blind woman stalked by killer. Good Mia in trumped-up hooey.,16689,1
Morally obtuse Welsh brothers wreak violent revenge. Gleefully anarchic black comedy.,16690,1
"Pasolini's stark, lean, powerful drama of Christ. Absolutely no frills and a blessing for all seasons.",16691,1
"Though it is modest, almost anecdotal, in scale, “12:08 East of Bucharest” is also characterized by a precise and sneaky formal wit.",16692,1
"David Fincher’s adaptation of “The Girl With the Dragon Tattoo,” starring Rooney Mara and Daniel Craig, holds onto the vivid and passionate essence of the book.",16693,1
Pilots and a secret C.I.A. project in Laos. Muddled bore.,16694,1
A woman who is coming off a long-term relationship meets a man who has seen his American dream fade and has decided to return to his native England.,16695,1
Alcoholic saxophonist and altruistic Moscow cabbie.,16696,1
Publisher suspects wife of straying. Antique bauble with two real charmers.,16697,1
Serbian engineer falls for younger woman.,16698,1
Jessica Yu’s “Last Call at the Oasis” delivers frightening predictions of water shortages in reasonable tones.,16699,1
"Well-acted, pioneer New Zealanders.",16700,1
"The Hecht-MacArthur Broadway farce of two show-biz egos, same train.  The cream: Oscar and Lily in the battle royal. Devastatingly funny.",16701,1
Aristocrat's illegitimate son.,16702,1
Demented widow preys on daughter-in-law. A wreck.,16703,1
"Sings, they mean. Brightly amusing, with a swell Paul.",16704,1
"In his second feature, which was shown as apart of the 1987 New York Film Festival, the director Leos Carax (&quot;Pola X&quot;) lives up to his billing as &quot;the natural heir of Jean-Luc Godard,&quot; showing a taste for underground types and milieus, an inventive eye and a tolerance for tedium. The story follows Alex (Denis Lavant), a small-time Paris hustler with very fast hands and a cigarette growing from between his lips, as he is drawn into a plan to steal a virus culture that works against a disease which strikes people who &quot;make love without love.&quot; &#151; Walter Goodman",16705,1
"In &#8220;Two Night Stand,&#8221; a couple react to being snowed in after a one-night stand.",16706,1
"Kubrick's sci-fi classic. Awesome, in the original sense of the word.",16707,1
"Underworld bondsman falls for beautiful society girl. Flat stuff, even of its sort.",16708,1
Health nuts and music. A little too low-cal.,16709,1
"Yvonne on a hot tin roof. Anyway, lively.",16710,1
"Something eerie links two singers, Polish and French.",16711,1
"Family-trio tensions, from Gilroy's Pulitzer drama. Beautifully played but sometimes dreary as a dishrag.",16712,1
Feeble slapstick.,16713,1
"Jamaican housekeeper and Baltimore couple. Warm, snappy Whoopi holds it above the goo.",16714,1
"To judge by the swelling bosoms spilling out of the frame, the lingerie bill for “Women in Trouble” must have been estimable.",16715,1
"Adapted from the young-adult novel, the movie centers on a teenage auteur, his filmmaking colleague and &#8220;the dying girl,&#8221; who balks at sentimentality.",16716,1
"The jazz drummer's ups, downs, drugs, comeback. Pretty good skimming, solid young Sal.",16717,1
The symbologist played by Tom Hanks returns in another Dan Brown tale told at Ron Howard speed.,16718,1
Career criminal on killing spree. Loathsome dud.,16719,1
James Gleason. Respectable but tame.,16720,1
"“Soul Men” is a raucous, rambling comedy, offering some laughs, some groans and a feast for fans of the musical idioms it mocks and celebrates.",16721,1
"In “Blended,” the third pairing of Adam Sandler and Drew Barrymore, Mr. Sandler once again proclaims himself both über-doofus and ultimate mensch.",16722,1
"In 23rd century, taxi driver and nymphet must save world. Design triumphs over coherence.",16723,1
Dover Kosashvili’s new film adapts “The Duel” by Chekhov in a naturalistic style.,16724,1
“Particle Fever” is a Mark Levinson documentary that goes into detail about the Higgs boson particle and the structure of the universe.,16725,1
"In “Sleepless Night,” a corrupt police officer must return the cocaine he nabbed from a vicious dealer in order to release his son from the dealer’s sweaty clutches.",16726,1
"In “Reincarnated” the rapper Snoop Dogg, who now wants to be known as Snoop Lion, heads to Jamaica for a spiritual pilgrimage of sorts.",16727,1
"Bat out, vampire!",16728,1
Miles Teller stars in this episodic comedy as a young man whose girlfriend doesn’t think he’s serious enough about his low-level corporate work.,16729,1
Poils from the old crown and priceless.,16730,1
"Hunt for missing Russian scientist. Smoothly told, accent on violence.",16731,1
Adventurer helps woman seek kidnapped sister.,16732,1
"“Homefront,” with Winona Ryder, James Franco and Jason Statham, packs plenty of drugs and violence into its Louisiana setting.",16733,1
Punk rocker Sid Vicious enters an ill-fated romance. Unexpectedly beautiful pitch-black comedy.,16734,1
"Eduardo Williams’s film blurs the lines between narrative and documentary, adding cryptic observations while navigating Buenos Aires and the Web.",16735,1
&#8220;True Son&#8221; is a portrait of a violence-ridden California city sharply segregated by race and income and the Stanford senior who ran for a City Council seat.,16736,1
"The multiple-murder stage romp, bowdlerized and draped around a jittery Grant. Also minus the original fade-out, a crime in itself.",16737,1
"Four cute lads rise to Beatles-style fame in the 60's. Tom Hanks's lightweight, likable directorial debut.",16738,1
"A policeman hears a woman scream, fires his gun and stands trial for killing a boy.",16739,1
"Johnny Cash, Rosanne Cash and June Carter may be familiar names, but the family tradition began in Appalachia with the Carter Family.",16740,1
"“Eternity: The Movie,” a parody of a music biography, tells the story of a duo with a suspicious resemblance to Hall and Oates.",16741,1
"Two related documentaries explore terrorism from different perspectives. Ian Ziv's &quot;Human Weapon,&quot; a cool, analytical, ultimately pessimistic history of suicide bombing as a form of warfare, finds an unsettling pattern in the way this technique has widened to encompass civilians as well  as military targets. The camera doesn't shy away from images of carnage. In &quot;My  Terrorist,&quot; Yulie Cohen Gerstel, a sixth-generation Israeli who was seriously injured during a  1978 attack on an El Al flight, seeks out Fahad Mihyi, one of the attackers who spent the  last 22 years isolated in an English prison. She initiates a correspondence in which he expresses contrition for his youthful deeds, and she considers supporting his release from prison. — Stephen Holden",16742,1
"All in the family, the O'Neill way. Good and grim.",16743,1
Male jury and stubborn holdout. Piercing.,16744,1
"Giddy, gossipy and endearingly unslick, ""Once in a Lifetime"" chronicles the rise and fall of the most famous soccer team in the United States with slapdash glee.",16745,1
"A cult film waiting for a cult, Knut Erik Jensen's &quot;Cool & Crazy&quot; is probably the finest documentary ever made about the members of a male choir in a tiny Norwegian fishing village within striking distance of the North Pole. The movie was a popular success at the recent Edinburgh International Film Festival. It isn't hard to see why: Mr. Jensen's cast of characters includes a profusion of the lovable oldsters who have become a staple of indie and import comedies since &quot;Waking Ned Devine.&quot; The Berlevag Male Choir is a casting agent's dream, a group of about 30 men who range in age from early 30's to late 90's, each with a spectacularly weather-beaten Nordic face and an endearingly shy demeanor. &#151; Dave Kehr",16746,1
"In Bob Yari’s autobiographical film, a young Miami journalist’s fan letter leads to a fishing trip and a long friendship with his literary hero.",16747,1
"Beth B, Ida Applebroog’s daughter, takes an intimate look at the artist’s drawings, paintings and emphatic engagement with others.",16748,1
Innocent couple framed by district attorney.,16749,1
Murder scheme.,16750,1
"Nazi girl rocks British household, via Maugham novel. Farfetched but good, chilling moments.",16751,1
"Jewish girl and family hiding from Nazis. Strong and stirring, but young Millie is less than luminous.",16752,1
Psychotic New York cop terrorizes a woman.,16753,1
"New York killer of many disguises. Colorful, witty manhunt suspense. Very entertaining.",16754,1
"Chris Kattan has long seemed the most daring of the recent crop of &quot;Saturday Night Live&quot; comics. But in the movies Mr. Kattan has proved less bold. &quot;Corky Romano&quot; gives him his first solo leading role, and the film is a crushingly conventional mob comedy that also borrows more than a few pages from the Adam Sandler playbook. Mr. Kattan plays Corky, a Sandleresque misunderstood misfit who dreams of becoming a successful veterinarian, but the flighty, happy, childlike Corky is also the youngest son of Pops Romano (Peter Falk), a New York crime boss being investigated by the F.B.I. Though his excessive gentleness has long made him an exile from the family, Corky is brought back into the fold for a special mission. - Dave Kehr",16755,1
"The latest chapter in Michael Apted's documentary series shows that at 49, lives reveal more about marriage and the life cycle than about class.",16756,1
"“Dan in Real Life” is neither wildly farcical nor mockingly cruel, but rather, for the most part, winningly gentle and observant.",16757,1
"Denis Villeneuve’s new movie, which stars Emily Blunt and Josh Brolin, tries to paint a morally complicated picture instead of restaging a morality play.",16758,1
"Eddie Murphy returns as a San Francisco physician with the amazing ability to communicate with animals, a group of whom enlist him to save their forest habitat from an evil lumber company. The film is a sloppy, genial assemblage of furry special effects and fuzzy plot-lines as Mr. Murphy graciously allows himself to be upstaged by bears, raccoons and his own dog, Lucky. Toward the end, the half-baked Darwinism drifts unexpectedly into paw-in-the-air social realism as the woodland creatures, like the poultry in last year's superior &quot;Chicken Run,&quot; organize to fight their oppressors in a bizarre and curiously winning amalgam of environmental agitprop and barnyard comedy. - A. O. Scott",16759,1
“Neighboring Sounds” illuminates the present state of Brazilian society by exposing the complex relationships and simmering contradictions in its enclaves of privilege.,16760,1
"Study subjects pretend to be prison guards and inmates. Hypnotic, unsettling and blatantly manipulative.",16761,1
"Serial killer, blind girl, footloose sleuth. Lively atmosphere, weak mystery.",16762,1
"Deceptively simple and threaded with gentle humor, “Mukhsin” paints the turmoil of puppy love on a canvas of family relationships as delightful as it is believable.",16763,1
"You may not learn everything you want to know in “Patti Smith: Dream of Life,” but you learn just about everything you need.",16764,1
"In “Concussion,” by Stacie Passon, a woman finds an escape from the tedium of her marriage by becoming a prostitute catering to other women.",16765,1
"Amusing, swinging fun in London and the girls are delightful. Funniest misfire seduction ever.",16766,1
"Cyrano in high school, with e-mail. Obtuse and insensitive.",16767,1
A sagging marshmallow.,16768,1
"Dwayne Johnson plays the title role in “Hercules,” a piece of tongue-in-cheek revisionist mythology directed by Brett Ratner.",16769,1
Sheriff's weakest son becomes hero. Silent Lloyd comedy.,16770,1
"In “Neighbors,” a young married couple start to feel old living next to a house full of hard-partying fraternity brothers, and turf war breaks out.",16771,1
"Beautifully lighted and meticulously recorded, “Neil Young Trunk Show” looks and sounds like several million bucks.",16772,1
“A Very British Gangster” plays less like a documentary than an E! exposé of lowlife skulduggery.,16773,1
"Too lightheaded to qualify as satire, too poker-faced to register as comedy, “Fay Grim” belongs in its own stylistic niche: the Hal Hartley film.",16774,1
"African safari and good, thorny Hemingway till that soft, teasing resolution.",16775,1
"When a movie aspires to be gay pornography but can’t even manage that, well, you know you’ve got a bad movie.",16776,1
"Part documentary and part fictional entertainment, “Still I Strive” takes viewers inside a Cambodian orphanage.",16777,1
Water supply crisis on postapocalyptic earth. Plot-heavy but likably brash.,16778,1
"Servants scheme to marry off pretty maid. Frank's first, slight but agreeable. Some nice Rodgers and Hart.",16779,1
Sci-fi time-racing experiment. Tense but overbaked.,16780,1
"Homespun TV star's rise and rot. Stinging drama, via Kazan.",16781,1
"Juan Peron's wife achieves cult status, dies young. Naggingly slick.",16782,1
"The story of Stephen Glass, a brilliant young journalist at the New Republic who turned out to be a profligate fabricator, might have inspired a dishy, cynical exposé of the insular, cut-throat world of magazine journalism. Instead, Billy Ray relates Glass's downfall with minimal embellishment and turns a tawdry anecdote into a sober, curiously thrilling examination of moral recklessness and office intrigue. What starts out as a sharp workplace comedy gradually darkens into a kind of managerial film noir as Glass (played with a perfect mixture of creepiness and charm by Hayden Christensen) is pursued by Charles Lane (Peter Sarsgaard), the magazine's editor and, in this version at least, the savior of its honor. With considerable ingenuity and wit, the movie's center of gravity shifts from Glass to Lane, and its ideas — about workplace loyalty, journalistic ethics, and the line between ambition and pathology — are all the more forceful for being delivered in a whisper. — A. O. Scott",16783,1
"No. 5 in the series of more-or-less animated feature films based on the diminishingly popular line of Japanese children's video games, &quot;Pokémon Heroes&quot; plays more like a catalog than a movie. The central human figure in the series is Ash Ketchum, a teenager who roams the world unburdened by parental supervision as he searches for more Pokémon to train and add to his collection (there are now more than 250 characters in the Pokémon universe).  He is aided by his first and finest Pokémon acquisition, Pikachu, a little yellow rabbit-like creature who emits devastating bolts of electricity when provoked. The film dutifully trots out several new additions to the PokÀemon product line — cute little &quot;pocket monsters&quot; that kids are encouraged to &quot;capture&quot; (i.e., purchase) — but is otherwise a tedious, unimaginative affair. — Dave Kehr",16784,1
"The German director Viet Helmer's wildly whimsical debut film is the  kind of movie that might one day find itself in the hall of fame of surreal movie  weirdness alongside cult favorites like &quot;Eraserhead,&quot; &quot;Delicatessen&quot; and the avant-garde frolics of Guy Maddin. Filmed at the public baths of Sofia, Bulgaria, in black and white, then tinted (in alternating episodes of sepia and blue), the film is set in a decaying storybook cityscape of once-grand structures rotting away in a perpetual downpour. With lavish sound effects but only the most fragmentary dialogue (in several languages), the film might be described as a silent film with sound. – Stephen Holden",16785,1
This documentary about four World Press Photo contest winners defines icon to mean a still image so searing that it supplants memories of the event it was supposed to record.,16786,1
David Strathairn suffers a midlife crisis and oppressively mannered filmmaking in this tale of small town tragedy and whimsy run amok.,16787,1
City singer becomes farmer's mail-order bride.,16788,1
Animals plot the harassment of Brendan Fraser and Brooke Shields in Roger Kumble’s “Furry Vengeance.”,16789,1
"Chris Dowling&#8217;s film begins with a clich&#233;d character, the failed athlete with a drinking problem, and features a young man with Down syndrome in his first acting role.",16790,1
"Professor, wife, publisher, secretary. Quite amusing and Kay, who's a doll, steals it.",16791,1
"“Once Upon a Time in Anatolia,” an award winner at Cannes, directed by the Turkish filmmaker Nuri Bilge Ceylan, is both police procedural and existential meditation.",16792,1
Kept woman finds true love. Banal and unconvincing but Sophia quite good. Ditto New York sites.,16793,1
"MGM's and Nero's Rome, in that order. Huge and stultifying.",16794,1
A blackmailed TV evangelist.,16795,1
The documentary “Seduced and Abandoned” follows two friends at the Cannes Film Festival as they try to find a buyer for a sexually explosive movie.,16796,1
"Kidnapping, from Lelouch.",16797,1
&#8220;4 Moons&#8221; is Sergio Tovar Velarde&#8217;s look at gay boys and men in today&#8217;s Mexico.,16798,1
Tennyson via Curtiz. Fanciful but shipshape.,16799,1
"Brendan Behan, the loquacious Irish novelist and playwright who died in 1964 of diabetes complicated by alcoholism (he was only 41), once jokingly described himself as &quot;a drinker with a writing problem.&quot; Peter Sheridan's gentle, misty-eyed screen adaptation of Behan's coming-of-age novel, &quot;Borstal Boy,&quot; is a likable rites-of-passage memory piece doused in period nostalgia. While incarcerated in a Borstal (a British reform school), the teenage Brendan (Shawn Hatosy) discovered the theater by reading Oscar Wilde, stood up to the institution's resident bully, tried and failed to escape, and formed two romantic relationships. By the end of the film, he has blossomed from an introverted rebel into an endearing, self-assured future Great Writer. – Stephen Holden",16800,1
Boy tries to cope with parents' divorce. Hollow drama based on much better Moss Hart play.,16801,1
"Very good suspense, from author of &quot;&quot;Rear Window.''",16802,1
"Lean, scenic outdoor yarn of Utah ranchers and killer cougar. Modestly on target.",16803,1
"Laura Archibald’s documentary, “Greenwich Village: Music That Defined a Generation,” looks at the folk musicians of the 1960s.",16804,1
Miracle worker in West. Interesting spurts but doesn't click.,16805,1
Man wins fortune with money borrowed from best friend. Amusing.,16806,1
A woman desperate to be a mother and a heroin-addicted dwarf journey to Eastern Europe for a baby.,16807,1
"Time slows to a crawl in “Lung Neaw Visits His Neighbors,” the first feature by the Argentine-born, New York-based Thai artist, Rirkrit Tiravanija.",16808,1
"Jaden Smith has the Ralph Macchio role and Jackie Chan the Pat Morita part in this remake of a 1980s classic, transplanted to China.",16809,1
Comic helps lady in distress. Very funny spy thriller.,16810,1
Folklore and desire stir Welsh  girl in 1890's.,16811,1
"Ornate, gamely acted, but overstretched. Palmer steals it.",16812,1
"African corn, up to here. But it moves.",16813,1
Even-handed anti-capital-punishment drama.,16814,1
Commandos and TV newswoman rescue hostages from terrorists. Should've called it ``Teenage Mutant Ninja Seals.'',16815,1
"Tennis player, older woman, her paramour. Flat drama but luscious  locales. Painless.",16816,1
"“The Robber,” based on a novel based on the exploits of an actual Austrian bank robber and long-distance runner, is the rare mash-up of genre material and art-house sensibility.",16817,1
"In an adventure story edged with unspoken risks, the young actors take the kind of chances that their more careful elders have been trained to avoid.",16818,1
"“Good Neighbors,” directed by Jacob Tierney, tells of three Montreal residents and the murder case they must solve.",16819,1
"Jack Hawkins. Scenic Sophia and 1948 Israel. But routine, hole-ridden cloak-and-dagger.",16820,1
Runyon bootlegger turns legit. Very funny.,16821,1
World War II adventure set in Orient. Farfetched but moves.,16822,1
"The South Korean director Lee Chang-dong’s devastating, humanistic film “Poetry” is about the importance of looking closely at the world.",16823,1
"Fetching, tuneful turn-of-century valentine.",16824,1
"This stupendously entertaining movie, adapted from two of the novels in Patrick O'Brian's 20-volume maritime adventure series, celebrates an idea of England that might have seemed a bit corny even in 1805, when the action takes place, but that is brought to vibrant life thanks to Russell Crowe's commanding performance and Peter Weir's thoroughgoing mastery. Mr. Crowe plays Jack Aubrey, captain of the H.M.S. Surprise, a British frigate doing battle with a mysterious French battle ship off the Coast of South America. The combat scenes are shot with economy and vigor, but the most thrilling parts of the movie take place between skirmishes, when the complex system of authority and deference that runs the Surprise —  and the personality traits needed to keep it running —  is at the center of attention. The film's theme is the nature of authority, and Aubrey functions as a kind of ideal CEO: charismatic, tactically astute and able to instill in his sailors a sense of discipline and respect. Paul Bettany plays the ship's surgeon, Aubrey's best friend and foil, and the tension between them — between reason and duty, between intellect and action — gives the movie some unexpected dramatic depth. — A. O. Scott",16825,1
"A documentary and a three-alarm warning, “Flow” dives into our planet’s most essential resource to find pollution, scarcity, human suffering and corporate profit.",16826,1
One of the better sports bios. Quietly persuasive and wife Melba is a doll.,16827,1
One-note drama of sick man hooked on drugs.,16828,1
"The original energy crisis. Big, not nearly as bad as everyone had hoped, and Rex supplies the current.",16829,1
"Stolen rifle changes hands and affects lives. Steady, biting revenge western with excellent Jim.",16830,1
"Spoof of 1920's Hollywood, via Ken Russell. Charming little musical buried beneath 10 tons of goo.",16831,1
"In Woody Allen’s “Magic in the Moonlight,” a magician is summoned to the French Riviera to expose a young clairvoyant who has won over a rich family.",16832,1
"Turn-of-the-century immigrants. Mild tale, best for Lilli.",16833,1
Psychiatric hospital. Look out.,16834,1
